SUBDIVISION,YEAR,MONTH,AVG_RAIN
JHARKHAND,1976,SEP,394.5
JHARKHAND,1977,SEP,184.8
JHARKHAND,1978,SEP,376.5
JHARKHAND,1979,SEP,134.2
JHARKHAND,1980,SEP,232.1
JHARKHAND,1981,SEP,189.5
JHARKHAND,1982,SEP,118.1
JHARKHAND,1983,SEP,308.8
JHARKHAND,1984,SEP,155.8
JHARKHAND,1985,SEP,216.6
JHARKHAND,1986,SEP,188.5
JHARKHAND,1987,SEP,299.1
JHARKHAND,1988,SEP,127.8
JHARKHAND,1989,SEP,219
JHARKHAND,1990,SEP,226
JHARKHAND,1991,SEP,274
JHARKHAND,1992,SEP,148.5
JHARKHAND,1993,SEP,372.4
JHARKHAND,1994,SEP,162.8
JHARKHAND,1995,SEP,395.9
JHARKHAND,1996,SEP,133.6
JHARKHAND,1997,SEP,199.6
JHARKHAND,1998,SEP,288.6
JHARKHAND,1999,SEP,315.8
JHARKHAND,2000,SEP,356.9
JHARKHAND,2001,SEP,132.8
JHARKHAND,2002,SEP,253.4
JHARKHAND,2003,SEP,224
JHARKHAND,2004,SEP,211.5
JHARKHAND,2005,SEP,141.5
JHARKHAND,2006,SEP,298.7
JHARKHAND,2007,SEP,324.7
JHARKHAND,2008,SEP,152.9
JHARKHAND,2009,SEP,248.8
JHARKHAND,2010,SEP,160.5
JHARKHAND,2011,SEP,324.6
JHARKHAND,2012,SEP,217.6
JHARKHAND,2013,SEP,173.8
JHARKHAND,2014,SEP,178.2
JHARKHAND,2015,SEP,85.1
BIHAR,1951,SEP,114.3
BIHAR,1952,SEP,297.7
BIHAR,1953,SEP,342.2
BIHAR,1954,SEP,129.5
BIHAR,1955,SEP,192.2
BIHAR,1956,SEP,359.8
BIHAR,1957,SEP,115.2
BIHAR,1958,SEP,224.2
BIHAR,1959,SEP,157.1
BIHAR,1960,SEP,348.1
BIHAR,1961,SEP,157.5
BIHAR,1962,SEP,216.3
BIHAR,1963,SEP,255.7
BIHAR,1964,SEP,219
BIHAR,1965,SEP,215
BIHAR,1966,SEP,83.1
BIHAR,1967,SEP,253.8
BIHAR,1968,SEP,79.2
BIHAR,1969,SEP,219.1
BIHAR,1970,SEP,229.5
BIHAR,1971,SEP,129.2
BIHAR,1972,SEP,209.7
BIHAR,1973,SEP,271.4
BIHAR,1974,SEP,229.2
BIHAR,1975,SEP,245.3
BIHAR,1976,SEP,372.6
BIHAR,1977,SEP,121
BIHAR,1978,SEP,248.6
BIHAR,1979,SEP,113
BIHAR,1980,SEP,190.5
BIHAR,1981,SEP,168.8
BIHAR,1982,SEP,170.5
BIHAR,1983,SEP,220.6
BIHAR,1984,SEP,219
BIHAR,1985,SEP,289
BIHAR,1986,SEP,221.1
BIHAR,1987,SEP,379.7
BIHAR,1988,SEP,153.2
BIHAR,1989,SEP,330.9
BIHAR,1990,SEP,201.2
BIHAR,1991,SEP,270.5
BIHAR,1992,SEP,85.9
BIHAR,1993,SEP,320
BIHAR,1994,SEP,226.5
BIHAR,1995,SEP,279.1
BIHAR,1996,SEP,162.5
BIHAR,1997,SEP,185.8
BIHAR,1998,SEP,188
BIHAR,1999,SEP,199.6
BIHAR,2000,SEP,314.8
BIHAR,2001,SEP,274.8
BIHAR,2002,SEP,192.8
BIHAR,2003,SEP,183.9
BIHAR,2004,SEP,115.3
BIHAR,2005,SEP,105.1
BIHAR,2006,SEP,285.2
BIHAR,2007,SEP,309
BIHAR,2008,SEP,117.1
BIHAR,2009,SEP,127.6
BIHAR,2010,SEP,105.7
BIHAR,2011,SEP,234.1
BIHAR,2012,SEP,233.8
BIHAR,2013,SEP,143.3
BIHAR,2014,SEP,160.3
BIHAR,2015,SEP,101.7
EAST UTTAR PRADESH,1951,SEP,168.3
EAST UTTAR PRADESH,1952,SEP,110.8
EAST UTTAR PRADESH,1953,SEP,243.6
EAST UTTAR PRADESH,1954,SEP,186.5
EAST UTTAR PRADESH,1955,SEP,230.7
EAST UTTAR PRADESH,1956,SEP,292.3
EAST UTTAR PRADESH,1957,SEP,163.3
EAST UTTAR PRADESH,1958,SEP,184.4
EAST UTTAR PRADESH,1959,SEP,85.9
EAST UTTAR PRADESH,1960,SEP,174.5
EAST UTTAR PRADESH,1961,SEP,154.8
EAST UTTAR PRADESH,1962,SEP,265.4
EAST UTTAR PRADESH,1963,SEP,146.1
EAST UTTAR PRADESH,1964,SEP,292.2
EAST UTTAR PRADESH,1965,SEP,161.7
EAST UTTAR PRADESH,1966,SEP,23.1
EAST UTTAR PRADESH,1967,SEP,155.9
EAST UTTAR PRADESH,1968,SEP,104.1
EAST UTTAR PRADESH,1969,SEP,200.5
EAST UTTAR PRADESH,1970,SEP,365.5
EAST UTTAR PRADESH,1971,SEP,221.8
EAST UTTAR PRADESH,1972,SEP,167.8
EAST UTTAR PRADESH,1973,SEP,174.5
EAST UTTAR PRADESH,1974,SEP,126.6
EAST UTTAR PRADESH,1975,SEP,188.9
EAST UTTAR PRADESH,1976,SEP,254.8
EAST UTTAR PRADESH,1977,SEP,128.5
EAST UTTAR PRADESH,1978,SEP,219.1
EAST UTTAR PRADESH,1979,SEP,31.6
EAST UTTAR PRADESH,1980,SEP,269.8
EAST UTTAR PRADESH,1981,SEP,293
EAST UTTAR PRADESH,1982,SEP,281.9
EAST UTTAR PRADESH,1983,SEP,364.2
EAST UTTAR PRADESH,1984,SEP,164.1
EAST UTTAR PRADESH,1985,SEP,333.3
EAST UTTAR PRADESH,1986,SEP,121.2
EAST UTTAR PRADESH,1987,SEP,289.5
EAST UTTAR PRADESH,1988,SEP,102.3
EAST UTTAR PRADESH,1989,SEP,207.4
EAST UTTAR PRADESH,1990,SEP,153.9
EAST UTTAR PRADESH,1991,SEP,201.6
EAST UTTAR PRADESH,1992,SEP,191.1
EAST UTTAR PRADESH,1993,SEP,240.7
EAST UTTAR PRADESH,1994,SEP,177.5
EAST UTTAR PRADESH,1995,SEP,187.2
EAST UTTAR PRADESH,1996,SEP,147.1
EAST UTTAR PRADESH,1997,SEP,32.1
EAST UTTAR PRADESH,1998,SEP,63.8
EAST UTTAR PRADESH,1999,SEP,211.1
EAST UTTAR PRADESH,2000,SEP,222.7
EAST UTTAR PRADESH,2001,SEP,152.1
EAST UTTAR PRADESH,2002,SEP,226.7
EAST UTTAR PRADESH,2003,SEP,333.8
EAST UTTAR PRADESH,2004,SEP,126.5
EAST UTTAR PRADESH,2005,SEP,119.7
EAST UTTAR PRADESH,2006,SEP,51.5
EAST UTTAR PRADESH,2007,SEP,111.5
EAST UTTAR PRADESH,2008,SEP,112.7
EAST UTTAR PRADESH,2009,SEP,139.6
EAST UTTAR PRADESH,2010,SEP,184.5
EAST UTTAR PRADESH,2011,SEP,146.4
EAST UTTAR PRADESH,2012,SEP,164.4
EAST UTTAR PRADESH,2013,SEP,78.2
EAST UTTAR PRADESH,2014,SEP,106.7
EAST UTTAR PRADESH,2015,SEP,21.9
WEST UTTAR PRADESH,1951,SEP,199.9
WEST UTTAR PRADESH,1952,SEP,36.2
WEST UTTAR PRADESH,1953,SEP,85.1
WEST UTTAR PRADESH,1954,SEP,169
WEST UTTAR PRADESH,1955,SEP,216.2
WEST UTTAR PRADESH,1956,SEP,96.8
WEST UTTAR PRADESH,1957,SEP,278.9
WEST UTTAR PRADESH,1958,SEP,246.7
WEST UTTAR PRADESH,1959,SEP,106.8
WEST UTTAR PRADESH,1960,SEP,94.7
WEST UTTAR PRADESH,1961,SEP,113.5
WEST UTTAR PRADESH,1962,SEP,214.6
WEST UTTAR PRADESH,1963,SEP,279.5
WEST UTTAR PRADESH,1964,SEP,261
WEST UTTAR PRADESH,1965,SEP,148.4
WEST UTTAR PRADESH,1966,SEP,49.3
WEST UTTAR PRADESH,1967,SEP,223.5
WEST UTTAR PRADESH,1968,SEP,64.7
WEST UTTAR PRADESH,1969,SEP,231.2
WEST UTTAR PRADESH,1970,SEP,160.8
WEST UTTAR PRADESH,1971,SEP,125.7
WEST UTTAR PRADESH,1972,SEP,119
WEST UTTAR PRADESH,1973,SEP,87.1
WEST UTTAR PRADESH,1974,SEP,27.6
WEST UTTAR PRADESH,1975,SEP,256.9
WEST UTTAR PRADESH,1976,SEP,75.2
WEST UTTAR PRADESH,1977,SEP,176.1
WEST UTTAR PRADESH,1978,SEP,244.9
WEST UTTAR PRADESH,1979,SEP,26.6
WEST UTTAR PRADESH,1980,SEP,99.3
WEST UTTAR PRADESH,1981,SEP,101.9
WEST UTTAR PRADESH,1982,SEP,81.8
WEST UTTAR PRADESH,1983,SEP,212.6
WEST UTTAR PRADESH,1984,SEP,116.6
WEST UTTAR PRADESH,1985,SEP,204.4
WEST UTTAR PRADESH,1986,SEP,105.5
WEST UTTAR PRADESH,1987,SEP,92.4
WEST UTTAR PRADESH,1988,SEP,139.6
WEST UTTAR PRADESH,1989,SEP,153.6
WEST UTTAR PRADESH,1990,SEP,250.4
WEST UTTAR PRADESH,1991,SEP,124.7
WEST UTTAR PRADESH,1992,SEP,179.4
WEST UTTAR PRADESH,1993,SEP,326.8
WEST UTTAR PRADESH,1994,SEP,19.7
WEST UTTAR PRADESH,1995,SEP,122.1
WEST UTTAR PRADESH,1996,SEP,170.7
WEST UTTAR PRADESH,1997,SEP,24
WEST UTTAR PRADESH,1998,SEP,84.2
WEST UTTAR PRADESH,1999,SEP,261.6
WEST UTTAR PRADESH,2000,SEP,79.1
WEST UTTAR PRADESH,2001,SEP,26.7
WEST UTTAR PRADESH,2002,SEP,218.1
WEST UTTAR PRADESH,2003,SEP,356.6
WEST UTTAR PRADESH,2004,SEP,84
WEST UTTAR PRADESH,2005,SEP,202.5
WEST UTTAR PRADESH,2006,SEP,65.7
WEST UTTAR PRADESH,2007,SEP,57
WEST UTTAR PRADESH,2008,SEP,90.9
WEST UTTAR PRADESH,2009,SEP,125.4
WEST UTTAR PRADESH,2010,SEP,263.9
WEST UTTAR PRADESH,2011,SEP,101.7
WEST UTTAR PRADESH,2012,SEP,67.8
WEST UTTAR PRADESH,2013,SEP,52.2
WEST UTTAR PRADESH,2014,SEP,84.7
WEST UTTAR PRADESH,2015,SEP,26.5
UTTARAKHAND,1951,SEP,204.2
UTTARAKHAND,1952,SEP,82.4
UTTARAKHAND,1953,SEP,125.8
UTTARAKHAND,1954,SEP,217.2
UTTARAKHAND,1955,SEP,236.3
UTTARAKHAND,1956,SEP,182.7
UTTARAKHAND,1957,SEP,308.3
UTTARAKHAND,1958,SEP,233.4
UTTARAKHAND,1959,SEP,294.6
UTTARAKHAND,1960,SEP,189.2
UTTARAKHAND,1961,SEP,226.4
UTTARAKHAND,1962,SEP,341.5
UTTARAKHAND,1963,SEP,345.1
UTTARAKHAND,1964,SEP,327.6
UTTARAKHAND,1965,SEP,87.5
UTTARAKHAND,1966,SEP,125.7
UTTARAKHAND,1967,SEP,146.5
UTTARAKHAND,1968,SEP,109.6
UTTARAKHAND,1969,SEP,345.6
UTTARAKHAND,1970,SEP,157.8
UTTARAKHAND,1971,SEP,155.9
UTTARAKHAND,1972,SEP,212.6
UTTARAKHAND,1973,SEP,130.8
UTTARAKHAND,1974,SEP,102.6
UTTARAKHAND,1975,SEP,322.8
UTTARAKHAND,1976,SEP,129.3
UTTARAKHAND,1977,SEP,208.3
UTTARAKHAND,1978,SEP,324.8
UTTARAKHAND,1979,SEP,37.7
UTTARAKHAND,1980,SEP,133.5
UTTARAKHAND,1981,SEP,103.1
UTTARAKHAND,1982,SEP,110.7
UTTARAKHAND,1983,SEP,320
UTTARAKHAND,1984,SEP,173.5
UTTARAKHAND,1985,SEP,228.2
UTTARAKHAND,1986,SEP,155.5
UTTARAKHAND,1987,SEP,123.9
UTTARAKHAND,1988,SEP,202
UTTARAKHAND,1989,SEP,183.5
UTTARAKHAND,1990,SEP,179.1
UTTARAKHAND,1991,SEP,126.4
UTTARAKHAND,1992,SEP,152.4
UTTARAKHAND,1993,SEP,447
UTTARAKHAND,1994,SEP,98
UTTARAKHAND,1995,SEP,282.8
UTTARAKHAND,1996,SEP,185.6
UTTARAKHAND,1997,SEP,36.4
UTTARAKHAND,1998,SEP,120
UTTARAKHAND,1999,SEP,217.9
UTTARAKHAND,2000,SEP,195.3
UTTARAKHAND,2001,SEP,68.3
UTTARAKHAND,2002,SEP,301.3
UTTARAKHAND,2003,SEP,239.9
UTTARAKHAND,2004,SEP,96.8
UTTARAKHAND,2005,SEP,337.9
UTTARAKHAND,2006,SEP,79.1
UTTARAKHAND,2007,SEP,325.6
UTTARAKHAND,2008,SEP,190.8
UTTARAKHAND,2009,SEP,206.6
UTTARAKHAND,2010,SEP,389.7
UTTARAKHAND,2011,SEP,148.4
UTTARAKHAND,2012,SEP,220.6
UTTARAKHAND,2013,SEP,111.3
UTTARAKHAND,2014,SEP,107.9
UTTARAKHAND,2015,SEP,52.6
HARYANA DELHI & CHANDIGARH,1951,SEP,35
HARYANA DELHI & CHANDIGARH,1952,SEP,1.3
HARYANA DELHI & CHANDIGARH,1953,SEP,48.4
HARYANA DELHI & CHANDIGARH,1954,SEP,136.6
HARYANA DELHI & CHANDIGARH,1955,SEP,159.3
HARYANA DELHI & CHANDIGARH,1956,SEP,19.5
HARYANA DELHI & CHANDIGARH,1957,SEP,149.6
HARYANA DELHI & CHANDIGARH,1958,SEP,273.4
HARYANA DELHI & CHANDIGARH,1959,SEP,102.8
HARYANA DELHI & CHANDIGARH,1960,SEP,15.6
HARYANA DELHI & CHANDIGARH,1961,SEP,52.4
HARYANA DELHI & CHANDIGARH,1962,SEP,189.4
HARYANA DELHI & CHANDIGARH,1963,SEP,85.3
HARYANA DELHI & CHANDIGARH,1964,SEP,111.2
HARYANA DELHI & CHANDIGARH,1965,SEP,60.9
HARYANA DELHI & CHANDIGARH,1966,SEP,69.1
HARYANA DELHI & CHANDIGARH,1967,SEP,96.3
HARYANA DELHI & CHANDIGARH,1968,SEP,0.1
HARYANA DELHI & CHANDIGARH,1969,SEP,158.8
HARYANA DELHI & CHANDIGARH,1970,SEP,104.9
HARYANA DELHI & CHANDIGARH,1971,SEP,51.6
HARYANA DELHI & CHANDIGARH,1972,SEP,12.6
HARYANA DELHI & CHANDIGARH,1973,SEP,57.6
HARYANA DELHI & CHANDIGARH,1974,SEP,12.2
HARYANA DELHI & CHANDIGARH,1975,SEP,142.4
HARYANA DELHI & CHANDIGARH,1976,SEP,38
HARYANA DELHI & CHANDIGARH,1977,SEP,118.3
HARYANA DELHI & CHANDIGARH,1978,SEP,104.5
HARYANA DELHI & CHANDIGARH,1979,SEP,19.9
HARYANA DELHI & CHANDIGARH,1980,SEP,50.2
HARYANA DELHI & CHANDIGARH,1981,SEP,34.7
HARYANA DELHI & CHANDIGARH,1982,SEP,5.4
HARYANA DELHI & CHANDIGARH,1983,SEP,79.8
HARYANA DELHI & CHANDIGARH,1984,SEP,75.5
HARYANA DELHI & CHANDIGARH,1985,SEP,35.9
HARYANA DELHI & CHANDIGARH,1986,SEP,52.9
HARYANA DELHI & CHANDIGARH,1987,SEP,18
HARYANA DELHI & CHANDIGARH,1988,SEP,183.4
HARYANA DELHI & CHANDIGARH,1989,SEP,68.7
HARYANA DELHI & CHANDIGARH,1990,SEP,194.5
HARYANA DELHI & CHANDIGARH,1991,SEP,36.9
HARYANA DELHI & CHANDIGARH,1992,SEP,59
HARYANA DELHI & CHANDIGARH,1993,SEP,125.4
HARYANA DELHI & CHANDIGARH,1994,SEP,28.2
HARYANA DELHI & CHANDIGARH,1995,SEP,175.3
HARYANA DELHI & CHANDIGARH,1996,SEP,116.3
HARYANA DELHI & CHANDIGARH,1997,SEP,36.9
HARYANA DELHI & CHANDIGARH,1998,SEP,150.9
HARYANA DELHI & CHANDIGARH,1999,SEP,54.7
HARYANA DELHI & CHANDIGARH,2000,SEP,17.5
HARYANA DELHI & CHANDIGARH,2001,SEP,10.3
HARYANA DELHI & CHANDIGARH,2002,SEP,123
HARYANA DELHI & CHANDIGARH,2003,SEP,58.9
HARYANA DELHI & CHANDIGARH,2004,SEP,22.1
HARYANA DELHI & CHANDIGARH,2005,SEP,146.7
HARYANA DELHI & CHANDIGARH,2006,SEP,49.9
HARYANA DELHI & CHANDIGARH,2007,SEP,55.2
HARYANA DELHI & CHANDIGARH,2008,SEP,114.5
HARYANA DELHI & CHANDIGARH,2009,SEP,160.8
HARYANA DELHI & CHANDIGARH,2010,SEP,183.9
HARYANA DELHI & CHANDIGARH,2011,SEP,133.1
HARYANA DELHI & CHANDIGARH,2012,SEP,90.7
HARYANA DELHI & CHANDIGARH,2013,SEP,42.8
HARYANA DELHI & CHANDIGARH,2014,SEP,67.3
HARYANA DELHI & CHANDIGARH,2015,SEP,32.1
PUNJAB,1951,SEP,12.5
PUNJAB,1952,SEP,1.7
PUNJAB,1953,SEP,72.1
PUNJAB,1954,SEP,226.5
PUNJAB,1955,SEP,144.2
PUNJAB,1956,SEP,26.7
PUNJAB,1957,SEP,106.1
PUNJAB,1958,SEP,372.3
PUNJAB,1959,SEP,133.9
PUNJAB,1960,SEP,8.6
PUNJAB,1961,SEP,87
PUNJAB,1962,SEP,321.2
PUNJAB,1963,SEP,42.6
PUNJAB,1964,SEP,95
PUNJAB,1965,SEP,14.2
PUNJAB,1966,SEP,132.6
PUNJAB,1967,SEP,61.5
PUNJAB,1968,SEP,0.5
PUNJAB,1969,SEP,120.9
PUNJAB,1970,SEP,109.4
PUNJAB,1971,SEP,27.2
PUNJAB,1972,SEP,26.1
PUNJAB,1973,SEP,43.3
PUNJAB,1974,SEP,14.4
PUNJAB,1975,SEP,148.8
PUNJAB,1976,SEP,85.1
PUNJAB,1977,SEP,120.1
PUNJAB,1978,SEP,45.7
PUNJAB,1979,SEP,45.1
PUNJAB,1980,SEP,39.1
PUNJAB,1981,SEP,23
PUNJAB,1982,SEP,3.7
PUNJAB,1983,SEP,69.7
PUNJAB,1984,SEP,125.7
PUNJAB,1985,SEP,51.9
PUNJAB,1986,SEP,55.1
PUNJAB,1987,SEP,10.5
PUNJAB,1988,SEP,434.1
PUNJAB,1989,SEP,20.7
PUNJAB,1990,SEP,194.4
PUNJAB,1991,SEP,41.7
PUNJAB,1992,SEP,50
PUNJAB,1993,SEP,98.4
PUNJAB,1994,SEP,89
PUNJAB,1995,SEP,145.6
PUNJAB,1996,SEP,72.4
PUNJAB,1997,SEP,24.3
PUNJAB,1998,SEP,139.5
PUNJAB,1999,SEP,30.7
PUNJAB,2000,SEP,42
PUNJAB,2001,SEP,19.9
PUNJAB,2002,SEP,95
PUNJAB,2003,SEP,52.2
PUNJAB,2004,SEP,8.9
PUNJAB,2005,SEP,106.7
PUNJAB,2006,SEP,120.7
PUNJAB,2007,SEP,73.7
PUNJAB,2008,SEP,59.8
PUNJAB,2009,SEP,54.7
PUNJAB,2010,SEP,112.8
PUNJAB,2011,SEP,140.2
PUNJAB,2012,SEP,112.3
PUNJAB,2013,SEP,24.4
PUNJAB,2014,SEP,105.8
PUNJAB,2015,SEP,69.2
HIMACHAL PRADESH,1951,SEP,124.5
HIMACHAL PRADESH,1952,SEP,26.7
HIMACHAL PRADESH,1953,SEP,90.2
HIMACHAL PRADESH,1954,SEP,293.4
HIMACHAL PRADESH,1955,SEP,194.4
HIMACHAL PRADESH,1956,SEP,113.1
HIMACHAL PRADESH,1957,SEP,263.7
HIMACHAL PRADESH,1958,SEP,265.9
HIMACHAL PRADESH,1959,SEP,219.5
HIMACHAL PRADESH,1960,SEP,72.9
HIMACHAL PRADESH,1961,SEP,153.1
HIMACHAL PRADESH,1962,SEP,303.7
HIMACHAL PRADESH,1963,SEP,111.3
HIMACHAL PRADESH,1964,SEP,197.1
HIMACHAL PRADESH,1965,SEP,39.9
HIMACHAL PRADESH,1966,SEP,153.3
HIMACHAL PRADESH,1967,SEP,105.7
HIMACHAL PRADESH,1968,SEP,16.3
HIMACHAL PRADESH,1969,SEP,117.2
HIMACHAL PRADESH,1970,SEP,164.4
HIMACHAL PRADESH,1971,SEP,67
HIMACHAL PRADESH,1972,SEP,57.6
HIMACHAL PRADESH,1973,SEP,86.3
HIMACHAL PRADESH,1974,SEP,30.5
HIMACHAL PRADESH,1975,SEP,95.3
HIMACHAL PRADESH,1976,SEP,72.6
HIMACHAL PRADESH,1977,SEP,197.1
HIMACHAL PRADESH,1978,SEP,137.7
HIMACHAL PRADESH,1979,SEP,43.5
HIMACHAL PRADESH,1980,SEP,52.5
HIMACHAL PRADESH,1981,SEP,71.6
HIMACHAL PRADESH,1982,SEP,31.5
HIMACHAL PRADESH,1983,SEP,121.5
HIMACHAL PRADESH,1984,SEP,121.5
HIMACHAL PRADESH,1985,SEP,118
HIMACHAL PRADESH,1986,SEP,52.4
HIMACHAL PRADESH,1987,SEP,50.3
HIMACHAL PRADESH,1988,SEP,360.2
HIMACHAL PRADESH,1989,SEP,64.9
HIMACHAL PRADESH,1990,SEP,162.8
HIMACHAL PRADESH,1991,SEP,128.5
HIMACHAL PRADESH,1992,SEP,127.6
HIMACHAL PRADESH,1993,SEP,143.1
HIMACHAL PRADESH,1994,SEP,92.7
HIMACHAL PRADESH,1995,SEP,284.5
HIMACHAL PRADESH,1996,SEP,138.5
HIMACHAL PRADESH,1997,SEP,113.8
HIMACHAL PRADESH,1998,SEP,251.5
HIMACHAL PRADESH,1999,SEP,111.4
HIMACHAL PRADESH,2000,SEP,50.1
HIMACHAL PRADESH,2001,SEP,26.9
HIMACHAL PRADESH,2002,SEP,123.1
HIMACHAL PRADESH,2003,SEP,135.5
HIMACHAL PRADESH,2004,SEP,47.6
HIMACHAL PRADESH,2005,SEP,156.3
HIMACHAL PRADESH,2006,SEP,92.8
HIMACHAL PRADESH,2007,SEP,85.7
HIMACHAL PRADESH,2008,SEP,142.6
HIMACHAL PRADESH,2009,SEP,172.1
HIMACHAL PRADESH,2010,SEP,176.7
HIMACHAL PRADESH,2011,SEP,120.3
HIMACHAL PRADESH,2012,SEP,133.1
HIMACHAL PRADESH,2013,SEP,65.8
HIMACHAL PRADESH,2014,SEP,84.6
HIMACHAL PRADESH,2015,SEP,75.5
WEST RAJASTHAN,1951,SEP,0.8
WEST RAJASTHAN,1952,SEP,0.8
WEST RAJASTHAN,1953,SEP,23.6
WEST RAJASTHAN,1954,SEP,82.3
WEST RAJASTHAN,1955,SEP,91.7
WEST RAJASTHAN,1956,SEP,12.1
WEST RAJASTHAN,1957,SEP,5.4
WEST RAJASTHAN,1958,SEP,123.6
WEST RAJASTHAN,1959,SEP,94.6
WEST RAJASTHAN,1960,SEP,3.2
WEST RAJASTHAN,1961,SEP,123.9
WEST RAJASTHAN,1962,SEP,55
WEST RAJASTHAN,1963,SEP,27
WEST RAJASTHAN,1964,SEP,16.4
WEST RAJASTHAN,1965,SEP,7.8
WEST RAJASTHAN,1966,SEP,48.3
WEST RAJASTHAN,1967,SEP,64.2
WEST RAJASTHAN,1968,SEP,0.6
WEST RAJASTHAN,1969,SEP,15.5
WEST RAJASTHAN,1970,SEP,67.5
WEST RAJASTHAN,1971,SEP,20.5
WEST RAJASTHAN,1972,SEP,2.2
WEST RAJASTHAN,1973,SEP,48.8
WEST RAJASTHAN,1974,SEP,6
WEST RAJASTHAN,1975,SEP,135.2
WEST RAJASTHAN,1976,SEP,93.4
WEST RAJASTHAN,1977,SEP,73.6
WEST RAJASTHAN,1978,SEP,23.4
WEST RAJASTHAN,1979,SEP,16.7
WEST RAJASTHAN,1980,SEP,14.6
WEST RAJASTHAN,1981,SEP,22.6
WEST RAJASTHAN,1982,SEP,7.7
WEST RAJASTHAN,1983,SEP,51.6
WEST RAJASTHAN,1984,SEP,54.5
WEST RAJASTHAN,1985,SEP,4.2
WEST RAJASTHAN,1986,SEP,3.5
WEST RAJASTHAN,1987,SEP,1.8
WEST RAJASTHAN,1988,SEP,46.8
WEST RAJASTHAN,1989,SEP,20.3
WEST RAJASTHAN,1990,SEP,42.9
WEST RAJASTHAN,1991,SEP,17.1
WEST RAJASTHAN,1992,SEP,143.4
WEST RAJASTHAN,1993,SEP,47.9
WEST RAJASTHAN,1994,SEP,70.4
WEST RAJASTHAN,1995,SEP,16.3
WEST RAJASTHAN,1996,SEP,16.9
WEST RAJASTHAN,1997,SEP,20.6
WEST RAJASTHAN,1998,SEP,63
WEST RAJASTHAN,1999,SEP,6.5
WEST RAJASTHAN,2000,SEP,5.7
WEST RAJASTHAN,2001,SEP,2.8
WEST RAJASTHAN,2002,SEP,20.6
WEST RAJASTHAN,2003,SEP,13.9
WEST RAJASTHAN,2004,SEP,8.6
WEST RAJASTHAN,2005,SEP,75.8
WEST RAJASTHAN,2006,SEP,31.3
WEST RAJASTHAN,2007,SEP,45.6
WEST RAJASTHAN,2008,SEP,23
WEST RAJASTHAN,2009,SEP,7.5
WEST RAJASTHAN,2010,SEP,96.5
WEST RAJASTHAN,2011,SEP,116.3
WEST RAJASTHAN,2012,SEP,92
WEST RAJASTHAN,2013,SEP,58.7
WEST RAJASTHAN,2014,SEP,84.9
WEST RAJASTHAN,2015,SEP,35.7
EAST RAJASTHAN,1901,SEP,7.5
EAST RAJASTHAN,1902,SEP,145.6
EAST RAJASTHAN,1903,SEP,168.5
EAST RAJASTHAN,1904,SEP,50.2
EAST RAJASTHAN,1905,SEP,83.8
EAST RAJASTHAN,1906,SEP,191.4
EAST RAJASTHAN,1907,SEP,3.3
EAST RAJASTHAN,1908,SEP,58.7
EAST RAJASTHAN,1909,SEP,82.5
EAST RAJASTHAN,1910,SEP,134.2
EAST RAJASTHAN,1911,SEP,173.6
EAST RAJASTHAN,1912,SEP,48.5
EAST RAJASTHAN,1913,SEP,44
EAST RAJASTHAN,1914,SEP,107.8
EAST RAJASTHAN,1915,SEP,29.5
EAST RAJASTHAN,1916,SEP,122.3
EAST RAJASTHAN,1917,SEP,333.9
EAST RAJASTHAN,1918,SEP,19
EAST RAJASTHAN,1919,SEP,53
EAST RAJASTHAN,1920,SEP,10.8
EAST RAJASTHAN,1921,SEP,173.1
EAST RAJASTHAN,1922,SEP,169.3
EAST RAJASTHAN,1923,SEP,52.8
EAST RAJASTHAN,1924,SEP,262.2
EAST RAJASTHAN,1925,SEP,16.9
EAST RAJASTHAN,1926,SEP,202.3
EAST RAJASTHAN,1927,SEP,69.9
EAST RAJASTHAN,1928,SEP,37.9
EAST RAJASTHAN,1929,SEP,34.4
EAST RAJASTHAN,1930,SEP,40.4
EAST RAJASTHAN,1931,SEP,60.4
EAST RAJASTHAN,1932,SEP,88.9
EAST RAJASTHAN,1933,SEP,185.6
EAST RAJASTHAN,1934,SEP,105
EAST RAJASTHAN,1935,SEP,170.1
EAST RAJASTHAN,1936,SEP,107.1
EAST RAJASTHAN,1937,SEP,113.6
EAST RAJASTHAN,1938,SEP,10.9
EAST RAJASTHAN,1939,SEP,92.9
EAST RAJASTHAN,1940,SEP,33.7
EAST RAJASTHAN,1941,SEP,70.8
EAST RAJASTHAN,1942,SEP,120.7
EAST RAJASTHAN,1943,SEP,133.6
EAST RAJASTHAN,1944,SEP,31.7
EAST RAJASTHAN,1945,SEP,138
EAST RAJASTHAN,1946,SEP,84.5
EAST RAJASTHAN,1947,SEP,272
EAST RAJASTHAN,1948,SEP,94.9
EAST RAJASTHAN,1949,SEP,101
EAST RAJASTHAN,1950,SEP,221.5
EAST RAJASTHAN,1951,SEP,18.8
EAST RAJASTHAN,1952,SEP,7.5
EAST RAJASTHAN,1953,SEP,50.3
EAST RAJASTHAN,1954,SEP,240.1
EAST RAJASTHAN,1955,SEP,233
EAST RAJASTHAN,1956,SEP,51.5
EAST RAJASTHAN,1957,SEP,71.2
EAST RAJASTHAN,1958,SEP,224.8
EAST RAJASTHAN,1959,SEP,152.6
EAST RAJASTHAN,1960,SEP,20.2
EAST RAJASTHAN,1961,SEP,337.2
