SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
COASTAL ANDHRA PRADESH,1980,0.5,2.4,5.6,16.1,31.5,217.5,169.3,176.7,128,205,48.4,13.8,1014.8,2.9,53.2,691.5,267.2
COASTAL ANDHRA PRADESH,1981,16,0.1,31.4,15.2,62.3,99.7,181.3,149.5,264,89.7,18,2.1,929.3,16,108.9,694.5,109.8
COASTAL ANDHRA PRADESH,1982,1.6,0.5,7.5,37.5,47.6,94.4,151.2,148.3,135.7,210.6,53.5,0.1,888.5,2.1,92.7,529.5,264.2
COASTAL ANDHRA PRADESH,1983,0.1,17.3,4.6,8.8,56.2,147,188.1,264.1,259.2,232.7,7.6,10.2,1196,17.4,69.6,858.5,250.6
COASTAL ANDHRA PRADESH,1984,5.7,9.8,1.8,26.5,21.2,89.1,219,123.1,154.8,111.8,20.9,1.6,785.2,15.5,49.5,585.9,134.3
COASTAL ANDHRA PRADESH,1985,42.7,0.4,1.7,7,17.9,105.1,198.6,179.3,88.6,248.2,32.6,45.5,967.6,43.1,26.6,571.6,326.3
COASTAL ANDHRA PRADESH,1986,32.6,25.9,2.2,26.6,44.1,101,106,336.2,95.3,124.4,111.9,3.7,1009.7,58.4,72.9,638.4,239.9
COASTAL ANDHRA PRADESH,1987,20.9,0.2,24,16.9,52.9,75.6,99.7,163.4,103.4,265,243.6,14.2,1079.9,21.1,93.9,442.2,522.8
COASTAL ANDHRA PRADESH,1988,0,16.7,2.3,38.4,69.6,68.2,313.4,269.8,277.5,78.6,5.8,24.6,1164.8,16.7,110.3,928.9,109
COASTAL ANDHRA PRADESH,1989,0.1,0.1,37.4,7.3,31.9,128.3,329.6,235.5,189.6,55.5,13.2,1.6,1030,0.2,76.6,883,70.3
COASTAL ANDHRA PRADESH,1990,10.3,81.1,84.5,24.2,507.7,107.4,102.5,223.2,158.5,248.7,58.9,4.3,1611.1,91.4,616.4,591.5,311.9
COASTAL ANDHRA PRADESH,1991,19.6,3.3,6.6,17.9,24.5,215.5,145.3,134.4,265.7,148.7,132.4,8.3,1122.1,22.8,49,760.9,289.3
COASTAL ANDHRA PRADESH,1992,13.1,4.3,0,9.1,45.5,75.6,208.4,207.2,145.8,147.5,144.4,0,1001,17.4,54.6,637.1,291.8
COASTAL ANDHRA PRADESH,1993,2.2,9.8,16.6,26.6,71.7,73.2,166.2,99.3,172.9,196.2,17.5,17.5,869.7,12,114.9,511.7,231.2
COASTAL ANDHRA PRADESH,1994,7.2,17.4,3.1,30.6,49.2,62.5,218.3,156.5,137,257.6,213.4,2.1,1155.1,24.6,83,574.4,473.1
COASTAL ANDHRA PRADESH,1995,27.5,2.5,12,19.8,257.8,80,225.3,212.7,128.6,329.6,50.1,6.1,1352,30.1,289.6,646.6,385.8
COASTAL ANDHRA PRADESH,1996,3.4,5.8,4.4,23.7,23.8,236.8,206.9,225.2,160.5,240,68.9,11.4,1210.9,9.3,51.9,829.4,320.3
COASTAL ANDHRA PRADESH,1997,15.1,5.6,19.7,62.6,25.2,63.1,156,128.1,315.5,83.6,51.7,45.7,972.1,20.7,107.6,662.7,181
COASTAL ANDHRA PRADESH,1998,12.6,35.7,24.7,38.9,33.6,136.2,214.1,252.2,255.5,178.6,128.6,0,1310.8,48.3,97.2,858,307.2
COASTAL ANDHRA PRADESH,1999,0.1,2.7,0.2,11,74.3,126.4,154.2,136.6,137.5,153.9,28.3,0,825.1,2.8,85.4,554.7,182.2
COASTAL ANDHRA PRADESH,2000,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4,992.3,42.5,88.3,768.9,92.6
COASTAL ANDHRA PRADESH,2001,4.6,3.8,20,54.1,50.8,117.2,123,170.7,187.2,196,78,4.1,1009.3,8.4,124.8,598.1,278
COASTAL ANDHRA PRADESH,2002,28,0,7.3,34.8,35,115.2,74.7,173.5,71.7,148.7,14.3,0,703.2,28,77.1,435,163
COASTAL ANDHRA PRADESH,2003,6.2,19.4,40.7,19.4,12.2,104,241.7,158.3,130.2,252.3,11.5,101.1,1096.8,25.6,72.3,634.1,364.9
COASTAL ANDHRA PRADESH,2004,24,11.4,11.6,40.1,57.6,152.8,192.1,125,101.7,147.9,9.4,0.2,873.6,35.3,109.3,571.5,157.5
COASTAL ANDHRA PRADESH,2005,13.6,8,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298,56.2,4.2,1221.6,21.6,98,743.6,358.4
COASTAL ANDHRA PRADESH,2006,0,0,30.7,58,67.6,132,126.8,279.7,224.1,185.4,55.3,0,1159.6,0,156.3,762.6,240.7
COASTAL ANDHRA PRADESH,2007,0,5.1,0.1,8.5,13,300.1,141,164.4,287.1,167.7,11.9,0.5,1099.2,5.1,21.6,892.5,180
COASTAL ANDHRA PRADESH,2008,3.2,61.6,93.8,18.5,34.9,119.8,208.5,276.2,166.8,51.6,71.4,1.2,1107.5,64.8,147.1,771.4,124.2
COASTAL ANDHRA PRADESH,2009,0,0,5.7,6.4,53,72.6,140.9,163.5,151.9,92.6,102.6,1.3,790.5,0,65.1,528.8,196.5
COASTAL ANDHRA PRADESH,2010,21.8,2.3,4.4,14.8,162,156.1,318.9,248.6,230.5,204,210.9,138.2,1712.4,24.1,181.2,954,553.1
COASTAL ANDHRA PRADESH,2011,0,17.9,0.9,62.3,67.9,86.8,196,215.8,129.7,74.6,4.9,5,861.9,17.9,131.2,628.4,84.4
COASTAL ANDHRA PRADESH,2012,37.6,0,2.7,24,39.3,95.4,221.9,221.2,246.5,140,289.7,0,1318.4,37.6,66.1,785,429.7
COASTAL ANDHRA PRADESH,2013,2,29.6,0.2,48,28.2,127.5,162.4,123.1,132,411.5,53.1,2.8,1120.5,31.7,76.4,545,467.4
COASTAL ANDHRA PRADESH,2014,0.4,1.2,9.1,6,112.9,45.7,151.8,177.8,144.5,195.6,23.7,6.4,874.9,1.5,128,519.7,225.7
COASTAL ANDHRA PRADESH,2015,2,0.6,5.5,32.3,34.1,283.8,116,192,201.8,59.7,81.2,2,1010.9,2.5,71.9,793.6,142.8
TELANGANA,1951,0,0,56.1,20.1,31.1,116.8,356,151.7,103.9,64.4,0.7,0,900.8,0,107.3,728.3,65.1
TELANGANA,1952,0.5,16.4,0.8,12.4,32.5,80.1,205.1,148.9,137.7,88.3,0.2,6.9,729.7,16.9,45.6,571.9,95.3
TELANGANA,1953,5.1,0,3,26.8,0.7,224,200.9,364.5,269.5,175.8,1.7,0,1272.1,5.1,30.5,1058.9,177.5
TELANGANA,1954,0,0,13.2,4.3,14.4,105.3,300.4,192.5,252.9,44.2,0,1.2,928.4,0,31.9,851.2,45.4
TELANGANA,1955,1,0,2.9,9.8,27.8,230.3,259.9,300.1,249.7,116.2,5.5,0,1203.2,1,40.5,1040,121.7
TELANGANA,1956,0.7,1.5,1.9,5.9,52.9,220.1,393.8,133.3,156.9,94.5,59.1,0,1120.5,2.2,60.6,904.1,153.5
TELANGANA,1957,0,7.7,23.7,33.4,18.6,157.9,206.9,358.5,100.9,75.6,0,0,983.2,7.7,75.8,824.1,75.6
TELANGANA,1958,2.1,4.9,10,24.7,14.1,72.9,407.5,351.7,135.2,69.8,20.9,0,1113.9,7.1,48.8,967.3,90.8
TELANGANA,1959,1,0.4,0,4,16.3,163.7,403.2,348.3,212.8,68.6,4.2,1.7,1224.1,1.4,20.3,1128,74.5
TELANGANA,1960,0.7,0,32.9,4.1,21.9,223.9,203.6,82.1,197.5,59.4,12,1.4,839.5,0.7,58.8,707.1,72.8
TELANGANA,1961,0.8,6.1,2.7,11.8,46.1,142.2,368.3,209.2,144.5,188.3,26.4,0.2,1146.5,6.9,60.6,864.1,215
TELANGANA,1962,0.2,25.1,2.1,47,20.3,84.5,270.5,264.1,289.6,62.5,38.6,34.2,1138.7,25.3,69.4,908.7,135.4
TELANGANA,1963,0,0.3,4,35.5,9,179.5,214.7,372.7,103.3,91.2,0,0,1010.1,0.3,48.5,870.1,91.2
TELANGANA,1964,0,0.2,5.5,2.1,0.7,109.1,186.3,232.3,302.4,41.7,7.2,0,887.5,0.2,8.3,830.1,48.9
TELANGANA,1965,2.7,0.8,4.4,6.8,2.7,124.3,318.6,152.2,166.2,0.1,0,0,778.9,3.5,13.9,761.3,0.1
TELANGANA,1966,19.8,0,2.6,7.9,2.7,67.2,294,216.3,254.4,39.5,34.9,31.7,970.9,19.8,13.2,831.9,106.1
TELANGANA,1967,0.3,0,62.7,8.5,1.1,166.7,320.8,183.7,139.4,5.6,0.2,53.1,942.1,0.3,72.3,810.6,58.8
TELANGANA,1968,16.5,15,35.1,16,7.4,87.6,188.6,52.3,231.4,82.7,15.8,0.1,748.7,31.5,58.5,560,98.7
TELANGANA,1969,2.2,0,1.4,9.6,53.3,103.2,265.5,186.4,278.8,56.1,64.4,26.2,1047.1,2.2,64.3,833.9,146.7
TELANGANA,1970,6.9,0.7,4.5,22.5,45.8,205.5,135.6,345.8,176.1,26.8,0,0,970.3,7.6,72.8,863,26.8
TELANGANA,1971,7.3,7.5,6.3,6.9,37.8,139.9,114.1,144.3,97.2,167.9,0,0,729.1,14.8,51,495.4,167.9
TELANGANA,1972,0,14.6,0.1,12.7,12.2,162.8,183.9,93.9,71.3,64.8,49.7,4.8,670.7,14.6,24.9,511.9,119.4
TELANGANA,1973,0,0,1.7,5.5,6.4,110.5,239.4,367,83.5,223,5.3,0.1,1042.5,0,13.7,800.4,228.4
TELANGANA,1974,0,0,1.8,7,32.9,111.1,113.1,171.9,124.8,261.6,6,0,830.4,0,41.7,521,267.6
TELANGANA,1975,12.9,10.5,7.7,3,21.8,138.8,269.4,194,347,204.9,5.7,0,1215.8,23.4,32.6,949.2,210.6
TELANGANA,1976,0.2,0,1,25.6,10.7,85.7,471.7,277.3,123.4,5.6,34.5,0,1035.6,0.2,37.3,958,40.1
TELANGANA,1977,0,0,2.4,8,42.3,97.4,253.1,240,70.9,51,36.7,6.7,808.6,0,52.6,661.5,94.5
TELANGANA,1978,30.7,19.1,5.9,20.6,23,261.6,376.5,376.7,116,50.1,31.6,0,1311.7,49.8,49.5,1130.8,81.7
TELANGANA,1979,9.8,22.8,1.2,12.6,48.7,145.9,156.4,131.8,200,15.7,39.5,7.3,791.7,32.7,62.5,634,62.5
TELANGANA,1980,0,0,5.3,15.5,8.3,219.6,210.1,294.5,145.6,5,2.4,16.2,922.6,0,29.1,869.9,23.6
TELANGANA,1981,10.3,0,26.2,11.7,40.1,187.2,227.5,310.2,285.2,42.5,0.8,2.1,1143.5,10.3,77.9,1010,45.3
TELANGANA,1982,5.7,0,4.2,22.2,37.1,123.8,265.6,184.1,174.4,100.8,15.3,0,933.2,5.8,63.6,747.8,116.1
TELANGANA,1983,0,4.2,1.7,3.9,38.4,158.8,301.5,416.8,378.2,185.4,1,7.5,1497.5,4.2,43.9,1255.4,194
TELANGANA,1984,7.3,8.1,4.7,11.4,3.5,104.9,277.8,119.8,111.8,91.1,2.2,0,742.8,15.5,19.7,614.4,93.3
TELANGANA,1985,5.7,0,4.7,15.5,13.6,181.4,223.8,160.8,70,108,0,2.3,785.9,5.7,33.9,636.1,110.3
TELANGANA,1986,29.4,60.3,1.9,21.5,9.1,115.5,234.9,406.8,65.6,24.6,20.4,17.3,1007.3,89.7,32.5,822.8,62.3
TELANGANA,1987,15.3,1,18.4,9.5,30.5,133.1,275,221.6,60.1,94.7,116,1.8,976.9,16.2,58.3,689.8,212.5
TELANGANA,1988,0,6.5,1.1,26.6,3.4,135.8,656.2,341.7,313.4,50.5,2.4,7.2,1544.9,6.5,31.1,1447.2,60.1
TELANGANA,1989,0,0,39.2,1.9,4.9,238.5,406,277.7,165.4,17.4,1.4,8.6,1161,0,45.9,1087.6,27.4
TELANGANA,1990,4.2,4.1,35.2,1,159.8,245.1,180.2,471.1,132.1,180.2,12.4,0.1,1425.7,8.3,196.1,1028.6,192.7
TELANGANA,1991,21.7,4.1,8.9,21.6,34.4,194.5,268.8,122,100.8,29.4,36.8,6,849.1,25.8,65,686.2,72.2
TELANGANA,1992,4.8,0,2.5,10.7,20.6,180.5,180.5,271.8,99,47,46.1,0,863.5,4.8,33.9,731.8,93.1
TELANGANA,1993,4.9,2,12.9,13.1,29.4,83.9,291.8,146.4,187,100.9,0.1,13.2,885.6,7,55.3,709,114.2
TELANGANA,1994,8.6,12.5,0,21.5,20.4,115.3,308.2,256.3,53.9,143,36.2,0,975.7,21.1,41.8,733.6,179.2
TELANGANA,1995,98.7,0.5,22,16,35.6,135.4,282.1,209.2,141.1,332.7,12.6,0,1286,99.3,73.6,767.9,345.3
TELANGANA,1996,0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8,7.9,49.4,836.1,93.4
TELANGANA,1997,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.9,856,23.5,84.9,565.9,181.7
TELANGANA,1998,5.2,22.2,15.2,15.5,27.9,149.4,264,290.5,209.3,79.4,14.5,0,1093,27.3,58.5,913.2,93.9
TELANGANA,1999,0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0,863.8,9.3,81.2,715.4,58
TELANGANA,2000,0.6,16.8,1,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078,17.5,66.1,965.3,29.1
TELANGANA,2001,8.5,0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0,922.3,8.5,66.4,694.3,153.1
TELANGANA,2002,18.8,10.1,7.6,7.7,32,143.2,91.7,321.7,52.4,76.2,3.9,0,765.3,28.9,47.3,609,80.1
TELANGANA,2003,0,10.7,21.9,14,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
TELANGANA,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0,667,52.2,69.8,509.1,35.9
TELANGANA,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
TELANGANA,2006,0,0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0,1053,0,127.5,862.7,62.8
TELANGANA,2007,0,0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13,0,843.3,0,9.4,780.2,53.8
TELANGANA,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3,18.8,129.3,854.8,32.5
TELANGANA,2009,0,0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3,0,19.8,546.2,100.3
TELANGANA,2010,10.3,5.3,1.5,5.6,24.9,127,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32,1080.4,148.5
TELANGANA,2011,0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0,753.1,11.9,37.4,685.6,18.1
TELANGANA,2012,6.7,0,0.2,14,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0,1008.6,6.7,22.6,857,122.3
TELANGANA,2013,2.4,29,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7,31.4,33,1059.2,225
TELANGANA,2014,0.2,2.9,58.3,10.3,73.3,62.3,146,205.2,146.8,29.6,10.8,0.7,746.4,3.1,141.9,560.2,41
TELANGANA,2015,17.5,0,43,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3,17.5,132,690.1,17.6
RAYALSEEMA,1951,0,0.1,16.1,45.9,78.4,54.8,106.7,56.9,65.6,72.1,41.7,0.1,538.4,0.1,140.4,284,113.9
RAYALSEEMA,1952,0,4.3,1.2,12.2,183.5,55.8,59.6,81.9,52.6,108.7,7.4,134.2,701.2,4.3,196.9,249.8,250.2
RAYALSEEMA,1953,1.2,0.5,0,39.2,19.8,63.7,125.2,58.7,141.9,309.4,35.7,0.3,795.7,1.7,59,389.5,345.4
RAYALSEEMA,1954,13.4,0,11.9,8.8,35.4,50.6,208.4,79.3,73,222.4,0,82,785.4,13.4,56.1,411.4,304.5
RAYALSEEMA,1955,15.2,1,4.8,13.8,135.6,42.5,107.3,183.2,118.8,98.9,62.3,33,816.4,16.2,154.3,451.7,194.1
RAYALSEEMA,1956,3.6,0.1,0,56.2,59.4,90.6,144,72.3,168.6,220.3,79.7,36,931,3.7,115.6,475.6,336
RAYALSEEMA,1957,1,0.4,11,11.4,41.2,119.2,77,89.2,73.2,79.1,69.1,0,571.7,1.4,63.7,358.5,148.2
RAYALSEEMA,1958,2.6,6.2,4.4,30.8,44.1,31.1,65.6,219.2,93.5,202.7,88.2,19.8,808.4,8.8,79.3,409.5,310.7
RAYALSEEMA,1959,0.2,5.2,0,19,39.4,102.7,89.1,92.8,132.9,77.5,61.6,15.3,635.8,5.4,58.4,417.5,154.4
RAYALSEEMA,1960,0.5,0,5,6.6,41.5,55.5,89.9,27.1,224,59.8,227.1,7.2,744,0.5,53.1,396.5,294
RAYALSEEMA,1961,2.4,7.9,0.5,3,41.4,96.2,112.5,124.7,54.3,141.5,62.8,4.2,651.5,10.4,44.9,387.7,208.5
RAYALSEEMA,1962,1.9,4,5.4,44.8,77.5,54.2,40.4,117.1,140.7,231.4,34.4,64.4,816.3,5.9,127.7,352.5,330.3
RAYALSEEMA,1963,7.1,0.3,10.1,38.1,26.4,77.6,82.6,148.2,95.9,159.7,33,30,709.1,7.4,74.6,404.4,222.7
RAYALSEEMA,1964,0,0,0,2,12,56.6,213.4,89.4,225.2,51,128.4,13.6,791.6,0,13.9,584.5,193.1
RAYALSEEMA,1965,0.6,0.6,5.5,40.2,15.6,47.2,78.6,168.8,109.4,13.2,62.2,54.3,595.9,1.2,61.2,403.9,129.7
RAYALSEEMA,1966,6.1,0.2,0,9.7,45.2,94.5,96.7,129.1,143.9,94.2,247.9,36.6,904.1,6.3,54.9,464.2,378.7
RAYALSEEMA,1967,16.8,0,34.7,7.3,51.5,62.7,127.3,48.9,140.9,100.3,43.2,104.2,737.6,16.8,93.4,379.9,247.6
RAYALSEEMA,1968,0.1,2.6,10.8,38.1,21.2,45.2,77.9,13.6,150.4,113.7,83.6,66.8,623.9,2.6,70.1,287,264.2
RAYALSEEMA,1969,0,0,0.9,5,55.3,61.2,118.1,126.6,49.3,258.1,109,58.8,842.4,0,61.2,355.3,425.9
RAYALSEEMA,1970,0.1,14.2,2.9,12.3,76.7,57.7,107.5,201.3,131.2,107.9,64.1,0.5,776.4,14.3,91.9,497.6,172.6
RAYALSEEMA,1971,3.6,4.8,20,27.7,52.1,35.3,60.5,98.5,90.7,163.4,40.8,23.8,621.1,8.3,99.8,285,227.9
RAYALSEEMA,1972,3.2,0.7,0,13.8,89.2,110.8,30.8,27.4,131.5,218.1,108.3,92.3,826,3.9,103,300.4,418.7
RAYALSEEMA,1973,0,0,0.1,1.5,30.2,51.1,80.4,150.2,141.9,164.1,34.2,35.7,689.5,0,31.8,423.6,234
RAYALSEEMA,1974,0,0,0,7.8,61.7,67.3,94.5,68.5,204.9,194.1,29.5,0,728.5,0,69.6,435.3,223.6
RAYALSEEMA,1975,0.8,0.1,4.9,3.8,46.8,46,176.9,133.7,156.7,345.5,121,5.3,1041.6,0.9,55.5,513.4,471.8
RAYALSEEMA,1976,0.9,0,0,11.7,14.6,70.4,134.7,189.3,50.1,137.9,203.8,3.6,817,0.9,26.3,444.5,345.3
RAYALSEEMA,1977,0.4,0.4,2.2,22.5,70.4,98.6,87.4,140.2,51.3,217,175.1,1,866.6,0.8,95.2,377.4,393.2
RAYALSEEMA,1978,1.6,7.4,0.5,30.6,33,61.7,130,93.3,196.2,80,143.4,91.4,869.3,9.1,64.1,481.3,314.8
RAYALSEEMA,1979,3.2,19.4,0,7,96.6,49.7,72.2,79.7,155.3,61.5,256.6,12.3,813.4,22.6,103.6,356.8,330.4
RAYALSEEMA,1980,0,0,1.5,6.6,29.5,58.3,79.5,110.5,62.9,38.6,158.7,27.5,573.7,0,37.7,311.1,224.8
RAYALSEEMA,1981,7.9,0,20.5,10.4,39.3,61.4,100.7,115.2,210,141.7,37.6,40.6,785.2,7.9,70.3,487.1,219.9
RAYALSEEMA,1982,0.9,0,0.6,11.3,37.3,76.7,72.7,32.2,105.5,127.8,130.4,0,595.6,0.9,49.2,287.2,258.2
RAYALSEEMA,1983,0,1,3.9,4.7,54.6,54.8,110,193,272.5,125.1,35.9,87.5,943,1,63.2,630.3,248.6
RAYALSEEMA,1984,6.5,81,28.4,12.4,10.1,27.8,162.1,19.1,130.9,79.3,127.6,47.8,733,87.5,51,340,254.7
RAYALSEEMA,1985,17.7,0,4.2,11.9,13.7,52.1,134.3,77.8,72.3,121.1,140.2,40.6,685.8,17.7,29.8,336.4,301.9
RAYALSEEMA,1986,68.8,14.5,0,9.2,17,58.7,55.9,54.7,106.9,103.1,81.8,10.3,580.9,83.3,26.2,276.3,195.2
RAYALSEEMA,1987,5.1,0,11.9,7.9,28.7,56.9,28.8,154.5,88,178.4,120.3,88.9,769.5,5.1,48.5,328.3,387.6
RAYALSEEMA,1988,0.6,0.4,4,43,52.9,24.8,178,217.6,186.1,42.8,61.3,30.7,842.3,1.1,99.9,606.5,134.8
RAYALSEEMA,1989,0,0,25.4,2.2,24,50.4,245.2,26.6,146.8,51.2,75.7,46.1,693.7,0,51.5,469.1,173
RAYALSEEMA,1990,2.1,5.5,16.9,8.1,138.8,48.9,62.3,100.1,184.7,186,166.4,10.9,930.7,7.6,163.8,396,363.3
RAYALSEEMA,1991,11.5,0,6.2,26.3,32.4,187.6,79.8,101.6,99.9,191,219.6,11.7,967.5,11.5,64.9,468.9,422.3
RAYALSEEMA,1992,7.7,0,0,17.1,41.5,39.3,90.5,89.9,73.5,89.3,142.7,4.6,596,7.7,58.6,293.2,236.6
RAYALSEEMA,1993,0,6.7,17,11.3,49.3,41.9,109.5,123.7,128,172.7,132.3,94.5,887.1,6.7,77.6,403.2,399.6
RAYALSEEMA,1994,5.3,13.2,2.1,25.1,43.8,34.4,91.5,107.8,38,207.4,101.1,20.8,690.5,18.6,71,271.6,329.3
RAYALSEEMA,1995,28.1,4.8,12.8,10.4,136.4,69.4,156.1,182.1,94,130.9,45,4.3,874.3,32.9,159.6,501.6,180.1
RAYALSEEMA,1996,0,0.9,2.4,36.6,32.9,270.7,72.2,183.8,210.1,279.2,44.3,144.6,1277.7,0.9,71.9,736.8,468.1
RAYALSEEMA,1997,16.5,1.4,16.9,33.6,36.2,73.7,40.8,80.7,207.4,103.8,145.3,78.8,835,17.9,86.6,402.5,327.9
RAYALSEEMA,1998,0.2,3.1,4.3,32.7,29,52.8,126.5,164.7,202,146.6,141.3,44.7,948.1,3.3,66,546.1,332.6
RAYALSEEMA,1999,0.8,5.1,0.5,11.1,68.8,57.6,50.6,97.4,63.3,100.2,69.8,12,537.2,5.8,80.4,268.8,182.1
RAYALSEEMA,2000,0,34.3,0.2,22.1,73.8,92.7,94.7,241.5,102.9,134.7,37.7,36.7,871.3,34.3,96.1,531.8,209.1
RAYALSEEMA,2001,7.7,0,6.5,68.2,24.5,24,70.1,95.8,195.5,352.5,41.7,38.1,924.5,7.7,99.2,385.4,432.3
RAYALSEEMA,2002,25.6,3.2,7.7,17.5,55,90.8,42.9,69.8,78.2,167.5,44.2,12.9,615.2,28.8,80.2,281.6,224.6
RAYALSEEMA,2003,0,1.3,26.1,15,4.1,57.4,183.4,116.4,124.9,175.5,11.7,9.6,725.5,1.3,45.2,482.2,196.8
RAYALSEEMA,2004,10.2,4.3,12.9,35.1,149.7,39.8,122.9,23.1,153.7,124.4,65.6,0,741.7,14.5,197.7,339.5,190.1
RAYALSEEMA,2005,1.3,13.6,14.7,38.5,48.4,51.2,133.2,106.6,127.6,304.8,144.8,81.7,1066.4,14.9,101.6,418.6,531.2
RAYALSEEMA,2006,0.2,0,32.8,9.7,62.7,85.8,43.2,72,144.7,88.4,78.6,20,638.1,0.2,105.2,345.7,187
RAYALSEEMA,2007,0,0.5,0.1,6,15.1,208.2,83.8,186.9,186,176.9,35.3,81.8,980.6,0.5,21.2,665,294
RAYALSEEMA,2008,6.4,18.7,62.9,4.1,42.1,31.7,81.4,104.9,121.7,126,192.1,5.9,798,25.1,109.1,339.8,323.9
RAYALSEEMA,2009,0.5,0,5.3,8.4,47.4,68.9,33.2,128.5,155.8,69.3,135.6,35.4,688.2,0.5,61.1,386.4,240.3
RAYALSEEMA,2010,4.7,0.8,0.6,13,65.4,108.3,187.6,155,122.9,83.4,175.1,46.7,963.5,5.5,79,573.8,305.2
RAYALSEEMA,2011,0.8,12.1,0,34.6,33,44.5,128.9,163.6,71.2,107.5,106.9,35.1,738,12.8,67.6,408.2,249.4
RAYALSEEMA,2012,2.7,0,2.5,32.7,38.8,47,139.7,120,69.5,113.7,86.6,61.9,715,2.7,74,376.2,262.1
RAYALSEEMA,2013,1.3,30.6,11.5,26.8,38.9,73.8,95.7,110.3,163.2,169.3,38.6,2.6,762.6,31.9,77.3,443,210.5
RAYALSEEMA,2014,0.2,0.7,12.5,5.1,46.7,66.3,68.7,115.1,81.4,104.6,37.8,12.8,551.8,0.9,64.2,331.5,155.2
RAYALSEEMA,2015,1.9,0,13.4,73.4,39.7,73,43.1,123.6,136.3,106.7,383.8,52.2,1047.1,1.9,126.4,376,542.8
COASTAL KARNATAKA,1951,0,0,0.9,55.4,70.7,940.2,1083.4,441.1,268.9,187.1,76.2,0.4,3124.3,0,127,2733.6,263.6
COASTAL KARNATAKA,1952,0,0.5,0,35.4,84.8,912.1,816.6,631.4,54.7,335.5,0,25.6,2896.6,0.5,120.2,2414.8,361.1
COASTAL KARNATAKA,1953,0.3,0,0,48.2,8.6,666.2,1630.1,633.6,160,313.4,2.9,0,3463.3,0.3,56.8,3089.9,316.3
COASTAL KARNATAKA,1954,0.5,0,21.6,61.1,89.8,1034.4,1357.4,688.7,421.8,133.6,0.6,12.1,3821.5,0.5,172.5,3502.2,146.2
COASTAL KARNATAKA,1955,0.3,0,4.7,29.9,360.3,962.7,639.3,702.2,458.2,361.1,31,2.8,3552.5,0.3,394.9,2762.4,394.9
COASTAL KARNATAKA,1956,0,0.8,1,78.4,412.7,1001,1155.8,520,267.6,288.5,129.9,0.7,3856.6,0.8,492.1,2944.5,419.1
COASTAL KARNATAKA,1957,0,0,1.5,8.5,168,755.8,1101.1,703.9,98,189,148.9,0.1,3174.8,0,178.1,2658.7,338
COASTAL KARNATAKA,1958,0.5,0.1,1.7,46.6,184.8,1031.4,1253.7,705.8,296.9,114.1,49.1,2.8,3687.4,0.6,233.1,3287.9,165.9
COASTAL KARNATAKA,1959,0,0,0,30.4,204.4,994.4,1727,704.1,521.6,75.3,52,21.7,4330.8,0,234.8,3947.1,148.9
COASTAL KARNATAKA,1960,0,0,8.5,40.7,393.7,790.6,1053.2,510.5,450.5,169,87.6,0,3504.2,0,442.9,2804.7,256.6
COASTAL KARNATAKA,1961,0,0,0.9,47.7,635,1013,1884.9,936.3,702.8,309.6,21,2.7,5553.9,0,683.6,4536.9,333.4
COASTAL KARNATAKA,1962,0.2,3.4,0.1,31.6,359.4,405.4,1307.9,1080.9,413.5,313.4,18.5,83.3,4017.7,3.6,391.1,3207.7,415.3
COASTAL KARNATAKA,1963,1.1,0.7,28.6,38.5,86,682.3,887.6,1013.8,181,233.7,8.2,10,3171.3,1.8,153,2764.7,251.8
COASTAL KARNATAKA,1964,0,0,2.6,5.8,23.4,631.7,864,978.1,363.9,200.2,53.1,17.6,3140.5,0,31.8,2837.8,271
